Text,depressive,sentiment,emo1,emo2,emo3
no more i will drive the car.,0,2,13,,
I learned a lot of work in 3 months which would normally take 2 years.,1,1,12,,
"You don't know it, but you fixed me.",0,0,1,5,
You with all better off without me.,1,0,2,,
I hurt?,1,1,12,,
Then five months into it I was cut out.,1,1,12,,
i cannot but feel angry.,1,1,7,,
It has been reported in the newspapers that during my stay here in Sing Sing I have scoffed at the devotions of my fellow-prisoners and indulged in irreverent jokes.,0,2,13,,
"{heart symbol} Always [First name, Second name] DATE",0,0,3,,
"My father had made a mistake, a serious undirection, a relationship that should not have happened but he has not molested her, forced her into a relationship.",0,1,12,13,
My life is great at home.,0,2,13,,
You knew he would commit perjury for you just for a roof over his head and unlimited use of your car.,0,2,13,,
some people even thoughtlessly joking have remarked about the charge involving this man.,1,2,13,,
I'd rather stop breathing instead of breathe stuffy breaths when I wake up.,1,2,13,12,
"I will try to make it thru the night and call NAME in the morning to have [Dog Name] put down, I will take her to [?]",0,2,13,,
I'm so sorry.,1,1,10,12,
in this instance the act is justified at least i believe so.,0,0,2,,
i love you so much and i could not ask for a better mum.,0,0,3,,
and i hate the pain.,1,1,12,,
more than a decade ago i concluded that suicide need not be pathological.,1,2,14,13,
It's been long and brutal and full of a lot of tears and angst and it's finally coming to a close.,1,1,12,9,10
i am an asshole.,1,2,13,,
"am haunted by the vivid memories of killings and corpses and anger and pain ... of starving or wounded children, of",1,1,12,6,
i love you!,0,0,3,,
I wanted to run away.,0,2,13,,
no matter what the outcome people will look and point.,1,2,13,,
The teachers didn't do ANYTHING!,1,1,8,,
i have tried to be good to you both.,1,2,13,,
I realized the futility of the romantic part of my life.,1,1,12,13,
and it occurs to me here that nobody is going to buy this prank and now it occurs to me that i like that even better.,0,2,13,,
i cant pick a favorite character in haikyuu because i loved them too much.,0,2,13,,
i dreamt of our future.,0,2,13,,
I guess it wasn't my life that became known with the world.,0,2,13,2,
You two deserved so much better than what I was as a grand daughter.,0,2,13,,
i could not tell you everything that was happening.,1,2,13,,
i think about suicide on a daily basis? sometimes it's all that i can think about.,1,1,12,,
I derive no pleasure from any actiVity.,1,1,12,,
i need to go to a dr. but i am afraid.,0,1,9,,
"my mother, father and my brother love me too much.",0,2,13,3,
If you don't you'll regret it for the rest of your life like I do.,0,1,10,,
Thank you for all you've done for us.,0,0,5,,
"I beg of you, for your own sakes, and for the future happiness of the young people who are dear to you, to protect my little book, ""Right Marital Living.""",0,0,2,,
oh i have the girls and family but they do not fill the vacan not spot left in my heart ?,0,2,13,12,
what i want to say is i owe all the happiness in my life to you.,1,2,13,3,
"being rather backward-looking by nature (except for science), the feminists have always enraged me.",0,1,8,,
"She hovered around, kept the perfect right at my fingertips for weeks, but just out of reach.",1,1,8,12,
Some might even say that she was so strong that we could never have imagined that she would do something like this.,0,0,2,,
"I wondered what it would be like to talk to other people without what happened constantly on my mind, and I wondered if other people had similar experiences that they were better able to mask.",1,1,12,,
when i first woke up i did not think there would be anything wrong with me.,0,2,13,12,
i cannot knowingly allow her to be sexually abused.,0,2,13,6,
i wish we could rewind.,0,0,2,,
So willing to bury lies Ralph and Kevin make up.,1,1,12,,
This letter may not make sense but it does to me.,0,2,13,,
this is not your fault.,0,2,13,,
"i cannot stand the thought of frances becoming the miserable, self-destructive, death rocker that i have become.",1,1,12,,
you treated me like a child.,1,2,13,,
the job has got pressure on my mind pain on my left side.,1,2,13,8,
the world i am living in now is the icily transparent universe of sickly nerves.,1,1,7,12,
"When I go down, My eldest son NAME will fight for his grandfather, when he is booked in some fake case, My younger son NAME will fight for my father and when he is booked in a false case my youngest son Toou will return from canada to fight for his grandfather & when he is booked in a false case my wife will fight for Father-in-law.",0,0,2,,
since i began feeling other peoples minds i have come to feel even more miserable.,1,1,10,12,
I'd like to get some more sorting and discarding of material things in the store room.,0,0,2,,
I found NAME was also on his fake email account he came to ADDRESS to meet him ADDRESS and to come to his home in Delhi.,0,1,8,12,
"And when good caps do try and stand up, speak out & Point OUT the wrong's & criminal Acts of a bad cop They get reprimanded, harrassed, black balled, or black listed or all of these and more.",0,1,8,13,
Sees everything & own for as much as you can & split it thats the least I can do for the trouble.,0,2,13,12,
I will see you & Mom again someday.,0,0,2,,
It sounds pretty great.,0,0,1,,
i wish i could spare you the ordeal you have ahead.,1,0,2,,
"This letter, so far as I am conscious, never attempts this.",0,2,13,,
you are the fags,0,1,7,,
"And to Dadaji, sorry dadaji but I, like your son, am not the engineer kind.",0,1,10,,
67. that is 17 years past 50.,0,2,13,,
My soul cries for deliverance.,0,1,12,,
Last Saturday I was informed she donot love me.,0,2,13,,
"Since I've never spoken to anyone about what happened to me, people would likely draw the wrong conclusions.",0,2,13,12,
And the last thing I had to weigh was to insure perfect execution without the knowledge of my family.,1,1,12,,
the career is not even worth it anymore.,1,1,12,,
the note from a seventy two year old man,0,2,13,,
Lots of people get it.,0,2,13,,
"I have seen, loved, and understood more than others.",0,0,3,5,13
Being molested has defined me as a person and shaped me as a human being and it has made me the monster I am and there's nothing I can do to escape it.,1,1,6,,
I pray that at this time you will continue to search for the truth for this case.,0,0,2,14,
"what i mean is, you always challenged me the right way , and i always could never live up to your expectations.",0,2,13,,
"It's not exactly easy for me either, I'm here for you.",0,2,13,,
there was not any pain.,1,2,13,,
"We humans, being human animals, do have an animal fear of death.",0,1,9,13,
I am very happy to have seen for myself the special person you hav become I envy your happy-go-lucky attitude & the bounty of friendship which have constantly surrounded you throughout your life.,0,0,1,,
"At first it was good, lots of friends, good grades, and great life, but I moved and went back and it was different.",0,2,13,,
for also 1-20 years.,0,2,13,,
I have thought about and attempted suicide many times in the past.,1,2,13,,
thanks for giving me the opportunity.,0,0,5,,
i know well the grass blades you mention the furniture you have placed under the sun.,0,2,13,,
my wish to commit suicide now is probably the only willful act in my life.,1,0,2,12,
God is ready so am I. I def.,0,2,13,,
you have never felt so good as how that feels.,1,1,12,,
I was in pain because of myself.,1,1,8,10,13
"I wanted to be with you both as a whole person, not a 100th.",1,2,13,,
"besides that, i want you to know you have me forever like you never understood and time will reveal that i am not perfect but my love and loyalty is like you have never seen!",0,2,14,12,
Stop whining.,0,2,14,,
for the last two and a half months i have struggled today i am at the edge.,1,2,13,,
"I'm coming home, Dad.",0,0,2,,
because of garden at voilem Bhat I'm in tramedours.,1,1,8,,
"after all the pain, the rape, the abuse, the torture i have seen previously i did not deserve this.",1,2,13,,
i have had many dreams as all young people do but thinking back i might after all just have been an odd person.,1,1,12,,
"please keep going courtney, for frances.",0,2,14,,
love you!,0,0,3,,
"The direction we need is a process of unification, integrating all people into a world body, respecting each individual.",0,2,13,,
"there is good in all of us and i think i simply love people too much, so much that it makes me feel too fucking sad.",1,0,3,,
i cannot eat or sleep or think or function.,1,1,12,,
After four long years of battling this illness I just can't take it anymore.,1,1,12,11,0
I have no more nightmares or flashbacks or hallucinations.,0,2,13,,
I'm ending myself today because shattered inside.,1,1,11,12,
You may wonder why I didn't just talk to a professional about this.,0,2,13,,
I an taking this step in my full conciousness.,0,2,13,,
"I didn't drown; I was the water.""",0,2,13,,
i ought to have been among other things a good poet.,0,1,11,12,
One thing you don't know about me is that I am an extrovert who covered her in introversion and turned into a loner in her early years (5th standard).,1,1,12,,
i am so sure of that because god will take care of me.,1,0,2,,
i had a lot of problems with my memory for a while.,1,1,12,13,
i wish charlotte to be buried in the dress i wear at present it has been rendered sacred by your touch.,0,2,14,,
Velish in the love and adoration from the crowd.,0,0,3,,
English was intuition.,0,2,13,,
but my being tired of eating and having sex must mean i am losing animal energy.,1,1,11,12,13
I was a student at (school name omitted) and I was raped by some of the students who still attend that school.,0,2,13,8,12
Lets see pinnalle online password is love 12 & my user ID is Felicia.,0,2,13,,
I wish I could have met you all years ago.,0,0,2,3,
in a sense this legacy represents the final purpose of our lives.,0,2,13,,
it is just like cows and pigs waiting in a wooden stable to be pulled out to the slaughter house.,1,1,7,12,
sometimes i feel as if i should have a punch-in time clock before i walk out on stage.,1,1,12,,
"love always and forever,",0,2,14,,
once you are out of the hospital a lot of institutions wo not hire you.,1,2,13,,
He added that he would submit to the jury only the question of fact.,0,1,8,,
"to harald, may god forgive you and forgive me too but i prefer to take my life away and our baby's before i bring him with shame or killing him, lupe.",0,0,0,12,
He chastised me for seeking counselling.,0,1,8,13,
"lee, i am sorry",0,1,10,,
i do not want you to think i would kill myself over you because you are not worth any emotion at all.,1,1,8,,
"i guess the thing i most wanted to say is that it does not have to be unpleasant or sad, it can be a peaceful, happy leave-taking.",1,2,13,,
"I know how to kill, and I know how to do it so that there iS no pain whatsoever.",0,2,13,,
Maybe a God who operates by those rules does exist.,1,2,13,,
"marguerite, thanks for the early years.",0,0,5,,
You've kept me alive.,0,2,13,5,
I don't know what else to do.,0,1,11,,
I'm not able to pay this much amount.,1,2,13,,
"Or show me the ""true way""?",0,0,2,,
"He bullied me along with NAME, NAME, NAME AND NAME.",1,1,8,,
twice i have so simply declared myself have possessed the enemy eaten the enemy have taken his craft his magic.,0,2,13,,
i would rather get myself.,1,1,12,13,
that's me.,0,2,13,,
one minute I think I'm alright the next minute I feel so depressed.,0,1,12,,
i leave this place with nothing but broken dreams and empty promises.,1,1,12,,
"Love always,",0,0,3,,
it is just sitnple.,0,2,13,,
grades so what and then i will work and people will call me fag i will always be a fag to them.,0,1,12,13,
I thought it was easy for the doctor to blame my character or my voice.,0,2,13,2,
i therefore had to wait until this day to execute my plans.,0,2,13,,
Just think I never existed.,1,2,14,,
I didn't die alone you are all sitting here with me in my heart.,0,0,3,,
Being jolted away in the cold thread by dream of a life I believed I had left behind long ago.,1,1,11,12,
"I have still other teachings to follow this, upon the marriage relation, later on.",0,2,13,,
So much.,0,2,13,,
I do this for the children.,0,2,13,,
"the neighbors may think it's a motor backfire, but to me she will whisper - ""rest - sleep.""",0,2,13,,
I only wish you do not push anyone else.,0,0,2,14,
"All the noise in my head and the hatred in my heart, hatred for myself, is maddening.You might not understand.",1,2,13,10,12
And then lie about our reasons for invading.,1,1,8,,
i do not call this living.,1,2,13,12,
"will we hear of caesar's female legions and female galley slaves who of course took up 50% of the ranks of history, though they never existed.",0,1,12,,
My Moms way for happiness.,0,2,13,,
"Will you do this one thing for me, those of you who have public influence?",0,1,11,,
It really started to become clear when he came into the picture and you took him under your wing.,0,2,13,,
thanks for letting paula help me on the picture.,0,0,5,,
i cannot go on spoiling your life any longer.,1,1,10,12,
"not there, not anywhere,",0,2,13,,
"I love you so much, I will always love you.",0,0,3,,
what god has is better for me than all this.,0,2,13,,
love george,0,0,3,,
i cannot find the ocean end up slamming into a redwood just like i could have slamtned into a home.,0,1,11,12,
I've moved house and still I'm being contacted and bullied.,1,2,13,,
and now im gone.,1,1,12,,
"But okay...l get it...instead of rewarding the people who got you here, we'll use that money to start a company...wetre going to make this real: The Project Sport Family.",0,2,13,,
I am in love with a girl and I know that I am not good enough for her.,1,0,3,11,12
I already had a tendency to slip into depression; this one hit me hard.,1,1,12,,
islam will be victorious in the end and lead the world.,0,0,4,11,
i did a valium overdose.,1,2,13,,
Tell dad and NAME that I love them.,0,2,13,3,
There was no answer no matter how much I cried or screamed.,1,2,13,,
In the wardrobe there is ?100 in the pocket of the leather jacket.,0,2,13,,
"and i do not know what to tell you other than i really am sorry , but i know you wo not believe me.",0,1,10,,
I was completely alone.,1,1,12,,
they tried to get me - i got them first!,1,2,13,,
not fulfilling your dream or hope i am determined to kill myself.,1,1,10,12,13
"i never want to go to school how can i learn anyting, i cannot i do not care.",1,1,12,,
i spent christmas eve alone in this apartment hearing the laughter and joy of neighbors.,0,0,1,13,12
Am so sorry.,0,1,10,12,
"i know you have a job to do, but as a last wish, please, please, please, leave my children in peace.",0,2,13,,
so i am gay.,0,2,13,,
i am not afraid to die mom.,1,2,13,9,
"""i have no family and no friends, very little food, no viable job and very poor future prospects.",0,2,13,,
i hate everyone know.,1,1,7,,
this soft quiet land.,0,2,13,,
he says that i will have to suffer through it by myself.,1,2,13,,
"Time and time again I have been pushed to the wall, my books have been seized and burned, and I myself have been publicly stigmatized in the press by Comstock and Comstockians as a purveyor of indecent literature.",1,1,12,,
i do not wish my pockets to be searched.,1,2,14,,
"The main reason I'm doing this is because even after my baby is found, I would not be a good mother.",1,1,12,,
"honey love u all mummy, pappa & bhaiya & miss u.",0,0,3,,
Left defines right.,0,2,13,,
"I take same pride in that,",0,2,13,,
thank you for caring and feeding and loving me for 14 years.,1,0,5,,
please forgive me all for taking my own life so early.,1,0,0,,
she is the only thoroughly warm woman i have known.,0,2,13,,
love you,0,0,3,,
"Later, don't recall positiveness; just this is the way it is.",0,2,14,,
"I love you sweetie, and be good.",0,0,3,,
Smile for me.,0,2,14,,
before he turned the gun on himself he shot his wife two children and his dog.,0,2,13,,
you have been in every way all that anyone could be.,1,2,13,5,
"It took me a while to realize that no matter how close you are to someone or how much they claim to love you, people simply cannot keep secrets.",0,2,13,,
"I cannot work and study under so much pressure, torture & loot.",1,2,13,8,
"dear family friends and whoever reads this,",0,2,13,,
If you ever need me look to Heaven because that is where Ill be.,0,2,13,,
I love you and have through everything.,0,0,3,,
i may look human from the outside but my inside is empty stupid dullwitted and selfisolating.,1,1,12,,
If anyone every tries this on you trust me it's worth fighting!,0,2,13,,
it simply is not fair to you or me.,1,2,13,,
i hope further and i do not insist that you have the ordinary decency - decency that is - to do so - will you see valerie through college - she is the only one about whom i am concerned as this .38 whispers in my ear.,0,0,2,13,
live hit some really dark moments.,0,2,13,,
the talk made me realize the misery of human beings struggling just to live.,1,1,12,13,
I guess it's not that.,1,2,13,,
may you never ever forget.,1,0,2,,
there is no winning.,1,1,12,13,
forgive me.,0,0,0,10,
Then also they harassed us personally as well as telephonically to take our case back.,1,1,8,9,
"He is a cheat, and a fraud man.",0,1,8,,
most of it is totally made up.,0,2,13,,
my body should be placed in the central resting place just above hen and never for any reason must i be placed in the highest chamber.,0,2,14,,
"i worship you, that is my fault.",0,2,13,,
I am tired of f@#$ing up everything.,1,1,11,12,
I also had my wield busted out with what appeared.,0,2,13,,
it was not very serious - i just had to have my stomach pumped.,1,2,13,,
Probably not!,0,2,13,,
i am just like fucking eveynie else god fuck shit.,1,1,7,,
These two should be punished for their wrong dead and malicious intentions towards me and my family.,0,1,7,2,
i know you have a job to do but as a last wish please please please leave my children in peace.,0,0,2,13,
The younger people who have Jesus are of ten times controlled by lust.,0,1,8,12,
"Then, the same government has turned around and abandoned me.",0,1,8,7,13
When he left our house last year I was shattered because I have grown to fill the void of your presence with his dirty deeds.,1,2,13,12,
i am going to take a swim in the seine.,0,2,13,,
"last may i told you that after the trial, i would give you the story of the decade.",0,2,13,,
Nothing is enough.,0,1,12,,
What did I do to deserve hit the bottom again.,1,1,10,12,
"AS YOU READ, THIS LETTER PROBABLY REPEATEDLY IN TIME ? RVOU.",0,2,13,,
together they grow.,0,2,13,,
I know i'm being a fool but I'm not in my right mind.,0,1,12,,
It's amazing to look at my grade sheet.,0,0,1,,
"Not suicide, but a mercy killing.",0,2,13,,
And I cant say enough about my Gator crew and the people I've met through them.,0,2,13,,
I know MOST of you who personally know me are in disbelief to hear from media reports that I am suspected of committing such horrendous ACTs of violence.,0,1,12,13,
I want to be free from this lifelong pain.,1,0,2,12,
"l've timed this note on a Hootsuite delay, and now it's live, which means I wasn't around to stop it from posting.",0,2,13,,
may the precinct get along without you.,0,0,2,,
i know what i am doing.,0,2,13,,
it is a defect that makes suicide worthwhile.,1,2,13,8,
it has become truly difficult to love without getting hurt.,1,1,12,13,
"I am a ""very dangerous woman,"" he adds: Mr. NAME has told him most shocking things about me--not in court, however, this paid informer being far too cute to dare to face his victim openly with any such lies.",0,1,8,,
i trusted her.,0,2,13,,
I could solve problems related to these when I didn't know what tenses are.,0,2,13,,
"I just feel fundamentally broken, almost non-human.",1,1,12,,
she is the one person who could have saved me had i been savable.,0,1,8,12,
from now on i cannot escape from the agony.,1,2,13,,
it hurt me so much that i waited for you for ten days and you did not bother buying me something.,1,1,12,13,
"no more i will wash, iron & mend any clothes.",1,2,13,,
"best wishes, and fond regards,",0,0,2,,
"i thank the good lord for giving me 47 years of exciting challenges, stimulating experiences, many happy occasions, and, most of all, the finest wife and children a man could ever desire.",0,0,5,,
the worst crime i can think of would be to rip people off by faking it and pretending as if i am having 100% fun.,1,1,10,12,
I parked it on the east side of Stookton Dr. a couple blocks north.,0,2,13,,
i am just sorry i burden all of you the way i have.,1,1,10,,
"i had spoken to his father ? but he rebuked me and got copy of my hand-writing and got written some fake letters and they are black-mailing me and for that reason, they are getting him married at the earliest.",0,2,13,6,
The fact that shitty things have happened to you before make this even more unacceptable.,0,1,10,12,
They will destroy everything that is mine.,1,1,11,9,12
please forgive me.,0,0,0,,
try to hide my suicide.,1,2,14,,
of fucking cannot.,0,1,7,,
i do not feel sorry for myself.,1,1,12,,
"I deployed again, where I put a huge emphasis on saving lives.",0,2,13,,
But every time it would somehow come back.,0,1,12,,
i am tired of being tormented to hell thats what i am tired of.,1,1,11,,
i started wondering if people could trust me.,1,1,12,,
I have an allegation by two of the employees f sexual harassment and trust me I did not do anything.,0,1,8,13,
this gives me satisfaction even in a life which has been a series of sufferings.,1,1,12,1,13
Maybe because I like pretending I have a family.,0,2,13,,
"In my case the answer is simple enough: I was done, but my body wasn't.",1,2,13,,
Without fear I go now to God - your future is what you will choose today.,0,2,13,14,
I want to take rest in peace.,0,2,13,,
Feel free to forget me.,0,0,2,14,
There is plenty of mony far you.,0,2,13,,
you see i cannot even write this properly.,0,2,13,,
do not be sad.,1,2,14,,
i could go on & on.,0,2,13,,
is being a faggot mean you are in war i am fuck fuck fuck,1,2,13,,
"this letter is written by me smita rohtagi before my death, therefore, i am putting my thumb impression.",0,2,13,,
and know about the other worlds.,0,2,13,,
"On all sides, these little pamphlets have evoked from their readers commendation for their purity, their spiritual uplifting, their sound common sense in treating of healthful and happy relations between husbands and wives.",0,2,13,,
You keep up the good work man and you can do anything you want.,0,0,2,13,
stop the pounding it hurts so much.,1,2,14,,
(long live his imperial majesty).,0,0,2,,
do whatever you want with the fucking thing.,1,1,7,,
"he is permitted to take out everything that has a sentimental value or is necessary for the maintenance of a modest simple life, for my brothers and sisters, also above all for the mother of my wife and my faithful co-workers who are well known to him, principally my old secretaries frau winter etc.",0,2,13,,
"But now, it's pretty empty.",1,1,11,13,
When your integrity has been destroyed you have nothing.,0,2,13,,
"I didn't, but that's how I think of heaven.",0,2,13,,
all her friends will confirm that i have been totally loving and understanding of what she has been going through.,0,0,2,,
I have come to believe that my life has all been meaningless.,1,1,11,,
"all the while, some people, for them, life itself is curse.",1,1,12,,
"for all the truth,",0,2,13,,
no more fun.,0,1,12,,
"I tried to move on Many times, I will never feel for another lady the way i feel for you, Recently I Tried to reach out to You, You got a ResTRAINing order?",0,0,3,2,
My parents have already arranged for my fees by borrowing from family & friends.,0,2,13,,
There is an idea in the minds of many that at the time of my wife's death I desired marriage with some other woman.,1,1,12,13,
LOVE ALWAYS,0,0,3,,
i am never going to be happy with the way i look or sound.,1,1,12,13,
People dumber than me do.,0,2,13,8,
"Dead, he will soon be forgotten and the affairs may go on as before.",0,2,13,,
we had some fun.,0,0,1,,
"i do not have the passion anymore, and so remember, it's better to burn out than to fade away.",1,1,11,,
"She is crying, she doesn't want it.",0,2,13,,
I leave this matter in the court of Allah.,0,0,2,,
i am not bothered about what i am called.,1,2,13,,
I was going to tell my lawyer that didn't want to go further with it when realized you changed lawyers and you were advised to text me.,0,2,13,,
i must be one of those narcissists only appreciate things when theyre alone.,1,2,13,,
1 to kill because she finished me off and deprive me to live my life through outrageous abuse of judicial power and decicration of the judicial office.,1,1,12,,
Professor Dr Aalia Rehman,0,2,13,,
i hope you will soon get a kind and more prosperous if not independent husband for you are worthy i tried every move but without success to put myself beyond of it debt and difficulty and live in an independendcy sic with the world but you have only to be branded with the name of dewing and its the guinea stamp to be poor and in difficulties however vigilant persevering industrious economising you may be.,0,0,2,,
"How could I disturb the peace when only turmoil, destruction and deceit exists?",0,1,12,,
it is getting rather dark to write.,0,1,12,,
I believe myself to be of same Mind.,0,2,13,,
I touch my ankle.,0,2,13,,
"ah, the unexplainable",0,1,12,,
i am wondering if the newspapers will decide to devote any space to me.,1,0,2,,
my last wish is to waive off my loan so that my family can live without any burden.,0,2,13,11,
i do not believe that people should take their own lives without deep and thoughtful reflection over a considerable period of time.,1,2,13,,
"you cops will want to know why i did it, well, just let us say that i lived 61 years too many.",1,2,13,,
so pnuch that it makes me feel too fucking sad.,1,1,8,7,12
my mama taught me to do unto other.,0,2,13,,
To manipulate through fear is a betrayal of trust.,0,2,13,,
i have always had excellent health but since my early childhood i have suffered from a melancholia which in the last five years has begun to show definite symptoms of manicdepressive insanity.,1,1,12,13,
Life rather seems depressing.,1,1,6,11,
I have been very weak and ill a long time.,1,1,12,,
The animals are happy and content except for one small thing.,0,0,2,1,
Jesus said in the bible that from the ground Me came and someday to the ground we will return so the body is ment to be buried.,0,2,13,2,
My father had such high expectations for me and tried to give me every opportunity to improve upon myself.,0,0,5,2,
and that terrifies me to the point to where i can barely function.,0,2,13,9,
"i had my last meal, a quiche and an earl grey tea, which tasted great, and a walk on the beach.",0,1,11,,
It is all I have left inside.,1,2,13,,
half past ten no man should use certain evil for probable good however great the object.,0,2,13,,
all secrets of yore,0,2,13,,
it made me realize how many friends i had.,0,2,13,,
first time i ever felt without worry as if i were free.,1,2,13,,
Don't do that.,0,2,14,,
but we could grab a drink after.,0,0,2,,
"Please think about it before answering, because you are asking about from atleast to be dependent on item everyday at certain times of the day.",0,2,13,,
"The main reason of this was- My UPSC exam centre was SARVODAY BAL VIDYALAY, (KASERUWALA), PLACE.",0,2,13,,
i must have peace and this is the only way.,0,0,2,,
my father is honest and will return your money.,0,2,13,11,
of drugs I signed a proffer with the state agreeing to give officer's the information that lead to huge arrests above.,0,2,13,,
Yall just asked for shit but when I asked in return it was I ain't got it or you know you got it.,0,1,6,13,
"Dear NAME,",0,0,3,,
i have thought about and attempted suicide many times in the past.,1,2,13,,
"Mom, I didn't want to do this, but I was compelled by circumstances beyond my control to take the plunge.",1,2,13,,
"that they did not have to watch over me, that i was not going to try it again.",1,2,13,,
i would hope that someone could help me proofread it.,1,0,2,,
"They don't understand that good and decent people exist all around us, """"saved"""" or not, and that evil and cruel people occupy a large percentage of their church.",0,1,8,,
all my thoughts are with you with edda and all my beloved the last beats of my hear i will mark our great and eternal love your hermann,0,0,2,3,
"I know you're probably too young to understand man, but always remember that NAME loves you more than anything.",0,0,3,13,
"I'd also like to address my family, if you can call them that.",0,2,13,,
"I have jumped out of an airplane, and escaped a burning building.",0,1,9,,
she is a keeper.,0,2,13,,
i am sorry i have to leave you alone.,1,1,10,,
"It wasn't coming from you at all, you probably hate me and are saying whatever is necessary.",0,1,7,,
"i wish with all my heart that they might have been better rewarded - all of you, my dear ones, i ask to keep my memory alive in your hearts - to live on in the hearts of our dear ones is all that i can conceive of immortality.",0,0,2,,
it is not my friend.,0,2,13,,
"I have long forgiven those who've hurt me, but I have not and cannot come to terms to forgive myself for the things I have done to myself, and the things I've done to hurt those in my life.",0,1,10,0,8
i am never going to have enough love to satisfy me.,1,1,12,13,
That iS more veterans than children killed at sandy every Singie day.,0,1,12,,
I hated myself.,1,1,10,,
"as for my will, i want 100% of the things that i legally own to be sold and the money (plus my money in the bank) to be given to trans civil rights movements and support groups, i do not give a shit which one.",0,2,13,,
a true believer knows that if he demands death he will be given a dignified life with all that it means.,0,2,13,11,
"Until we see each other again,",0,2,13,,
"This man, NAME, who is unctuous with hypocrisy, pretends that I am placing these books in the hands of minors, even little girls and boys, with a view to the debauchment of their morals.",0,1,8,,
"I know many people have it worse than I do, and maybe I'm just not a strong person, but I really did try to deal with this.",1,1,12,,
"16 years is a sickness that will take my life, I cannot handle it any longer.",1,1,12,,
I beg you again to get my name and reputation at college cleared as you are a senior Professor and can influence our college administration for this.,0,0,2,,
it was on tuesday fucking tuesday i am dead soon and happy fuck i should have a partey.,1,2,13,,
that baby brought us so much joy she told me she was pregnant on my birthday,0,0,1,13,
there is no one that admires jesus christ more than i do although the conventional contemporary method of worshiping him rives me a pain in the neck.,0,1,8,13,12
"Whether committee consensus of a benevolent power that works through humans, or giant fungus under Oregon, the value of opening up to the concept of God is in coming to the realization that we are not alone, establishing a connection to the universe, the experience of finding completion.",0,2,13,,
At my age (I was forty-five this last August) confinement under the rigors of prison life would be equivalent to my death-warrant.,0,2,13,,
"I am not at all afraid because every father must come to the aid of his son, which my father has already done, and every son must stand by his father which I am doing.",0,2,13,3,
you will do nothing.,0,2,14,12,
"i love you so completely, wholeheartedly without restraint.",1,0,3,,
I'm prepared for death.,1,1,12,,
the unappreciated child from my past.,1,2,13,,
her dead body wears the smile of accomplishment the illusion ofa greek necessity flows in the scrolls of her toga.,0,2,13,,
ah the world is a strange place it seems somehow fitting that jettchen henriette and i two gloomy woebegone people who have always deplored their own coldness should have come to love each other with all our hearts and the best proof of it i feel is that we are going to die together.,0,2,13,12,
i think that anyways.,0,2,13,,
i saw him ten minutes a day.,0,2,13,,
i really did not want it to come down to this but it was something that i felt i had to do.,1,2,13,,
"This were, has been the worst time in my life.",0,1,12,13,
She liked the shell of the man the darkness had left behind.,0,2,13,,
Never ending strands of misfortune to an extent that mentally I could not tolerate it.,1,1,11,,
Your focus came off of my son.,0,2,13,,
I learned a lot I never wanted this to happan.,1,1,11,12,
please do not think about causes of my suicide and do not inquire about what i have done before death.,1,2,14,,
"Sorry Mummy, I am going and I am not in a relationship with any girl.",1,1,10,12,
"Just a month so ago they showed on the news that they had arrested the biggest Heroin dealer in ADDRESS, white hersin from New York.",0,2,13,,
i want my life to end.,1,2,13,,
and i shant recover this time.,1,1,12,,
it is time to die.,1,1,12,,
"And the poor little cowed jury could do nothing but to meekly obey the behest of this unrighteous judge, and to pass in their ballots, ""Guilty of mailing the book.""",0,2,13,,
my dear sister we are both going blissfully into the uncertain beyond.,0,0,2,12,
"PLEASE LISTEN CLOSELY, Only Three things I ask of you to do, if you love me is",0,2,14,2,
i aborted our baby when it hurt me deeply.,0,2,13,,
i have been sapped of my strength.,1,2,13,,
Of course this was illegal on his part.,1,1,9,,
we might have lived happily and in credit had your conduct been like mine.,1,1,12,,
"i appreciate all your work, time, effort, and never let that slip your mind!",1,0,5,,
i feel something is wrong.,1,2,13,,
please laugh at me.,0,2,14,12,
all i wanted was a true friend.,0,2,13,,
"You are not a human being you are a devil , who take away my life from me.",1,1,8,7,12
Making eye contact with people walking down the street.,0,2,13,2,
this is a revolutionary a revolutionary suicide council.,0,2,13,11,
Make sure God parents stay involved w / my kids.,0,0,2,,
i would like to send you letters so you can send to their information or whichever way you think best.,0,0,2,13,
But in our two months you've done so much to make my head right again.,0,0,5,1,
I love you NAME,0,0,3,,
my purpose is to make them understand all this trouble.,0,2,13,,
But than he started to find faults in me and my family.,0,1,8,13,
this year has been so tough.,1,1,12,,
"gender needs to be taught about in schools, the earlier the better.",0,2,13,,
Love JR,0,0,3,,
"19 years of depression, give or take.",1,1,12,,
"Look up, get up, & don't ever give up!",0,2,14,,
"My body has became nothing but a cage, a source Of pain and constant problems.",1,1,12,,
they ask you a lot of silly questions.,0,2,13,,
my name was NAME and my gender neutral name was NAME.,0,2,13,,
a. is also my child.,0,2,13,,
"have gone to join ken if i am that lucky.""",0,1,12,,
"Ned Enoch Nelson who brain-washed an innocent 20 year old, bounced me off the walls, held me hostage, chased all my friends and taught me to be an alcoholic and bar fly.",1,1,8,13,
"you never appreciated my love, kicked me in the face.",0,1,12,,
I love everyone and respect all that were good to me.,0,0,3,5,
I'm so sorry about this.,0,1,10,,
I love you shorty always.,0,0,3,,
"If they could see me sitting here in suburbia, in my comfortable home working on some musiC project",0,2,13,,
i belong in the woods and have always done so.,0,2,13,,
