,Text,depressive,sentiment,thai_text
4499,My grades dropped in school and you and dad quickly arranged for a home lesson teacher.,0,2,เกรดของฉันตกตอนเรียน คุณกับพ่อรีบหาครูสอนประจำบ้าน
4500,and special salute & Thank you to the brave cops that have already identified & spoke Up Against bad cops and racist unjust practicts.,0,0,และขอแสดงความนับถือเป็นพิเศษ & ขอขอบคุณตำรวจผู้กล้าหาญที่ได้ระบุและพูดต่อต้านตำรวจเลวและการปฏิบัติที่ไม่เป็นธรรมของชนชั้น
4501,When you read this I will have committed suicide.,0,1,เมื่อคุณอ่านข้อความนี้ ฉันจะฆ่าตัวตาย
4502,"i sit here, falling apart, because i should have done more.",1,2,ฉันนั่งอยู่ที่นี่ ใจสลาย เพราะฉันน่าจะทำอะไรได้มากกว่านี้
4503,but do not do this.,1,2,แต่อย่าทำเช่นนี้
4504,It is in a terrible state because I made it when I had begun to suffer my terrible breakdown of 1940.,0,2,มันอยู่ในสภาพแย่มากเพราะฉันทำมันตอนที่ฉันเริ่มมีอาการทรุดโทรมอย่างหนักในปี 1940
4505,are you men you are soldiers then why do you stand by the constitution you back the constitution that denies your very existence.,0,2,คุณเป็นผู้ชาย คุณเป็นทหาร แล้วทำไมคุณถึงยืนหยัดตามรัฐธรรมนูญ คุณกลับสนับสนุนรัฐธรรมนูญที่ปฏิเสธการดำรงอยู่ของคุณ
4506,They never knew a special one nor and they ever know love.,0,2,พวกเขาไม่เคยรู้จักคนพิเศษและไม่เคยรู้จักความรัก
4507,"Meanwhile, however, ""Right Marital Living"" remains unindicted; it sets forth a gospel of marriage which is being preached by no other teacher in America.",0,2,"ในขณะเดียวกัน ""ชีวิตสมรสที่ถูกต้อง"" ยังคงไม่มีความผิด มันกำหนดพระกิตติคุณแห่งการแต่งงานซึ่งไม่มีครูคนอื่นสั่งสอนในอเมริกา"
4508,We may be here to work and create but we are not here to be treated like s****.,1,1,เราอาจมาที่นี่เพื่อทำงานและสร้างสรรค์ แต่เราไม่ได้มาที่นี่เพื่อถูกปฏิบัติเหมือนไอ้****
4509,i have preferred chloroform over cancer.,1,2,ฉันชอบคลอโรฟอร์มมากกว่ามะเร็ง
4510,"do not stop, keep winning championships and kicking ass.",1,2,อย่าหยุด เดินหน้าคว้าแชมป์และเตะตูด
4511,i'm sorry this is short.,1,1,ฉันขอโทษที่มันสั้น
4512,My apologies.,0,1,ขอโทษด้วย.
4513,i saw many people around me from my country make mistakes so thought that the only way for me is to erase those mistakes through fighting the israeli enemy.,0,2,ฉันเห็นผู้คนมากมายรอบตัวฉันจากประเทศของฉันทำผิดพลาด ดังนั้นฉันจึงคิดว่าวิธีเดียวสำหรับฉันคือการลบล้างความผิดพลาดเหล่านั้นด้วยการต่อสู้กับศัตรูชาวอิสราเอล
4514,my last wish is that you should live your future life happily.,1,0,ความปรารถนาสุดท้ายของฉันคือขอให้คุณใช้ชีวิตในอนาคตอย่างมีความสุข
4515,I've seen a number of doctors since I was a teenager to talk about other issues and I'm positive that another doctor would not have helped.,0,1,ฉันพบหมอหลายคนตั้งแต่ฉันยังเป็นวัยรุ่นเพื่อพูดคุยเกี่ยวกับปัญหาอื่น ๆ และฉันแน่ใจว่าหมอคนอื่นจะไม่ช่วย
4516,"It made me hate being touched, because as long as we were separated I could view her like an outsider viewing something good and kind and untainted.",0,1,มันทำให้ฉันเกลียดการถูกแตะต้อง เพราะตราบใดที่เราแยกจากกัน ฉันคงมองเธอเหมือนคนนอกที่มองสิ่งที่ดีและมีเมตตาและไม่ด่างพร้อย
4517,car to helen or ray.,0,2,รถไปเฮเลนหรือเรย์
4518,"Nothing stays, everything will fade",1,1,ไม่มีอะไรคงอยู่ ทุกอย่างจะจางหายไป
4519,I'm holding a rope in my hand and want to hang myself in the shower.,1,2,ฉันถือเชือกอยู่ในมือและต้องการแขวนคอตัวเองในห้องอาบน้ำ
4520,"i immediately told my mom, and she reacted extremely negatively, telling me that it was a phase, that i would never truly be a girl, that god does not make mistakes, that i am wrong.",0,2,ฉันบอกแม่ทันที และแม่มีปฏิกิริยาเชิงลบอย่างมาก บอกฉันว่ามันเป็นช่วงๆ ว่าฉันจะไม่มีวันเป็นผู้หญิงจริงๆ พระเจ้าไม่ได้ทำผิด ฉันผิดเอง
4521,"they felt like i was attacking their image, and that i was an embarrassment to them.",1,2,พวกเขารู้สึกเหมือนว่าฉันกำลังทำร้ายภาพลักษณ์ของพวกเขา และฉันก็สร้างความอับอายให้พวกเขา
4522,Lois needs your help and strength.,0,2,ลัวส์ต้องการความช่วยเหลือและกำลังจากคุณ
4523,"love, repent, and see me/yourself in everyone because that's what the truth is!",1,2,รัก กลับใจ และเห็นตัวเองในทุกคนเพราะนั่นคือความจริง!
4524,"I want you to understand that however little a thing that seems to you, it ruins a girts life.",0,0,ฉันต้องการให้คุณเข้าใจว่าไม่ว่าสิ่งเล็กน้อยที่คุณเห็นว่ามันทำลายชีวิตสาวๆ
4525,I am santenced to death upon the supposition that I substituted a capsule containing five grains of morphine for one of the harmless capsules I prescribed for her ten days before her death.,1,1,ฉันถูกปล่อยตัวให้ตายเพราะคิดว่าฉันเปลี่ยนแคปซูลที่มีมอร์ฟีนห้าเม็ดเป็นแคปซูลที่ไม่เป็นอันตรายหนึ่งแคปซูลที่ฉันสั่งให้เธอสิบวันก่อนที่เธอจะเสียชีวิต
4526,I didn't.,0,2,ฉันไม่ได้
4527,"""why the hell do you want to do something like that?"" she asked.",0,2,"""ทำไมคุณถึงอยากทำอะไรแบบนั้น"" เธอถาม."
4528,All she has to do is write the odometer reading and sign it.,0,2,สิ่งที่เธอต้องทำคือเขียนการอ่านมาตรวัดระยะทางและเซ็นชื่อ
4529,I love you guys so much.,0,0,ฉันรักพวกคุณมาก.
4530,I was expecting worse.,0,2,ฉันคาดว่าจะแย่ลง
4531,"(The charge was ""mailing an obscene book."")",0,2,"(ข้อหาคือ ""ส่งหนังสือลามกอนาจาร"")"
4532,Please return my body to mother.,0,2,โปรดคืนร่างของฉันให้แม่
4533,Please stop this Index Medical College.,0,2,โปรดหยุดวิทยาลัยการแพทย์อินเด็กซ์นี้
4534,yet you tortured me everyday.,1,1,แต่คุณทรมานฉันทุกวัน
4535,some who have called have said that i am a modern-day job.,0,2,บางคนที่โทรมาบอกว่าฉันเป็นงานสมัยใหม่
4536,"I told people I was gay (at Trinity, not at Princeton), even though I wasn't attracted to men and kept finding myself interested in girls.",1,2,ฉันบอกคนอื่นว่าฉันเป็นเกย์ (ที่ Trinity ไม่ใช่ที่ Princeton) แม้ว่าฉันจะไม่ชอบผู้ชายและพบว่าตัวเองสนใจผู้หญิงอยู่เสมอ
4537,Remember the silly times!,0,2,จำเวลาโง่!
4538,i was most angry at being stuck in that room.,1,2,ฉันโกรธที่สุดที่ติดอยู่ในห้องนั้น
4539,I love you.,0,0,ฉันรักคุณ.
4540,"The philosopher, Herodotus, argued that 'when life is so burdensome , death has become for man a sought-after refuge'.",0,2,เฮโรโดตุส นักปรัชญา แย้งว่า 'เมื่อชีวิตมีภาระมาก ความตายกลายเป็นที่หลบภัยของมนุษย์'
4541,you loved me very much.,0,2,คุณรักฉันมาก
4542,17 more than i needed or wanted.,1,2,17 มากกว่าที่ฉันต้องการหรือต้องการ
4543,when i think of my hardworking mother laboring without rest i cannot die despite myself.,1,1,เมื่อฉันคิดถึงแม่ที่ทำงานหนักโดยไม่ได้พักผ่อน ฉันไม่สามารถตายได้แม้ว่าตัวฉันเอง
4544,so much pressure is placed on the students to do well that i could not do it anymore.,1,1,กดดันให้นักเรียนทำได้ดีมากจนฉันไม่สามารถทำได้อีกต่อไป
4545,i wll miss you.,0,1,ฉันจะคิดถึงคุณ.
4546,"This is a large part of the way that the world has gone wrong, the endless defining and dividing of things, micro-sub-categorization, sectarianism.",0,2,นี่เป็นส่วนใหญ่ของวิธีที่โลกผิดพลาด การกำหนดและการแบ่งสิ่งต่าง ๆ อย่างไม่มีที่สิ้นสุด การจัดหมวดหมู่ย่อยย่อย ๆ การแบ่งแยกนิกาย
4547,"my heart, beginning to break.",1,1,หัวใจของฉันเริ่มแตกสลาย
4548,That one charcuterie board with taleggio AND ?nduja.,0,2,กระดาน charcuterie อันเดียวกับ taleggio และ ?nduja
4549,"Despite my hopes, love and compatibility is not enough.",0,1,แม้ว่าฉันจะสมหวัง แต่ความรักและความเข้ากันได้ก็ยังไม่เพียงพอ
4550,please write to fran and tony and to marilyn and jim and tell them that my love and gratitude could not possibly be put into words.,0,2,โปรดเขียนถึงฟรานและโทนี่ และถึงมาริลีนและจิม และบอกพวกเขาว่าความรักและความกตัญญูของฉันไม่สามารถอธิบายเป็นคำพูดได้
4551,i will never know.,0,2,ฉันจะไม่มีวันรู้
4552,to love you as i do and live without you is more than i can bear.,1,2,การได้รักคุณอย่างที่ฉันเป็นและอยู่โดยไม่มีคุณนั้นเกินกว่าที่ฉันจะทนได้
4553,Im sorry I couldnt be more what you wanted out of me.,0,1,ฉันขอโทษ ฉันไม่สามารถเป็นมากกว่าที่คุณต้องการจากฉันได้
4554,For no reason I could tell.,0,1,ด้วยเหตุผลใดที่ฉันบอกไม่ได้
4555,do not be sorry.,1,2,ไม่ต้องเสียใจ.
4556,"Anyone can lash out and retaliate, that is not leadership or vision.",1,1,ใครก็ตามสามารถฟาดฟันและตอบโต้ได้ นั่นไม่ใช่ความเป็นผู้นำหรือวิสัยทัศน์
4557,I am so sorry I hurt you so many times though and wish there was something that would have come and taken all the bad away.,0,1,ฉันขอโทษที่ทำร้ายเธอหลายครั้งและหวังว่าจะมีบางอย่างเข้ามาและพาสิ่งเลวร้ายทั้งหมดออกไป
4558,if not i will post a few more times.,0,2,ถ้าไม่ฉันจะโพสต์อีกสองสามครั้ง
4559,"i do not come to this decision lightly, however, but now that i am older, i have finally realized that there is a world of difference between living happily ever after and just living ever after.",1,2,อย่างไรก็ตาม ฉันไม่ได้ตัดสินใจแบบนี้แบบเบา ๆ แต่ตอนนี้ฉันอายุมากขึ้น ในที่สุดฉันก็ตระหนักว่ามีโลกของความแตกต่างระหว่างการใช้ชีวิตอย่างมีความสุขตลอดไปกับการใช้ชีวิตตลอดไป
4560,most people end their lives because something sad has happened to them.,1,2,คนส่วนใหญ่จบชีวิตเพราะมีเรื่องเศร้าเกิดขึ้นกับพวกเขา
4561,my god o my god pray forgive me and take care of my dear wife.,0,0,พระเจ้าของฉัน พระเจ้าช่วย โปรดยกโทษให้ฉันและดูแลภรรยาที่รักของฉันด้วย
4562,love forever.,0,0,รักชั่วนิรันดร์.
4563,"If not for today, I think I would have made it.",0,0,ถ้าไม่ใช่วันนี้ ฉันคิดว่าฉันคงทำสำเร็จแล้ว
4564,Late night junk food binges.,0,2,การดื่มสุราอาหารขยะในตอนดึก
4565,It's great that I can move my hands.,0,0,ดีจังที่ขยับมือได้
4566,"i remember the lady shaking me and saying, ""oh, my god."" i remember the ambulance people taking off my clothes and making me throw up.",0,2,"ฉันจำได้ว่าผู้หญิงเขย่าตัวฉันและพูดว่า ""โอ้ พระเจ้า"" ฉันจำได้ว่าคนในรถพยาบาลกำลังถอดเสื้อผ้าของฉันและทำให้ฉันอ้วก"
4567,i miss her.. i want my family back.,0,1,ฉันคิดถึงเธอ.. ฉันต้องการครอบครัวของฉันคืน
4568,while we think it so grand?,0,0,ทั้งที่เราคิดว่ายิ่งใหญ่มาก?
4569,I often travel freely without restriction.,0,0,ฉันมักจะเดินทางอย่างอิสระโดยไม่มีข้อจำกัด
4570,Please understand that I love you.,0,0,โปรดเข้าใจว่าฉันรักเธอ
4571,"the reason i tried was i was angry at my mother, but when she came in she just said, ""why'd you do this - to try to get attention?""",0,2,"เหตุผลที่ฉันพยายามคือฉันโกรธแม่ของฉัน แต่เมื่อเธอเข้ามา เธอแค่พูดว่า ""ทำไมคุณทำเช่นนี้ - เพื่อพยายามเรียกร้องความสนใจ"""
4572,SLEEP HAVEN'T HAD ANY GOOD SLEEP FOR 5 YRS.,1,2,การนอนหลับไม่เคยหลับสนิทเลยเป็นเวลา 5 ปี
4573,My issues start way back (giving up baby).,0,1,ปัญหาของฉันเริ่มต้นย้อนกลับไป (ยอมแพ้ที่รัก)
4574,She tortures everyone but I don't know what personal problem she has with me.,1,1,เธอทรมานทุกคน แต่ฉันไม่รู้ว่าเธอมีปัญหาส่วนตัวอะไรกับฉัน
4575,"caylee marie, our grand-daughter i miss her.",0,1,เคย์ลี มารี หลานสาวของเรา ฉันคิดถึงเธอ
4576,"(Parts of this letter were written over a year ago, other parts days before doing this.)",0,2,(บางส่วนของจดหมายนี้เขียนขึ้นเมื่อปีที่แล้ว ส่วนอื่น ๆ หลายวันก่อนที่จะเขียน)
4577,"I was roped in so that they could rob me of my property, hotel & rob papaof a person who could legally defend him.",0,2,ฉันถูกผูกมัดเพื่อให้พวกเขาสามารถปล้นทรัพย์สินโรงแรมของฉัน & ปล้นพ่อของบุคคลที่สามารถปกป้องเขาตามกฎหมาย
4578,As you read this letter (probably repeated in time) - know I am at peace.With complete certainty I believe Dad is standing watch - prepared to guide me into the light.,0,2,ขณะที่คุณอ่านจดหมายฉบับนี้ (อาจซ้ำแล้วซ้ำอีก) - รู้ว่าฉันอยู่อย่างสงบ ฉันเชื่อว่าพ่อกำลังยืนดูอยู่อย่างแน่นอน - พร้อมที่จะนำทางฉันไปสู่แสงสว่าง
4579,But tho fatal mistakes of those who self-administer morphine are matters of record all over the world.,1,1,แต่ความผิดพลาดร้ายแรงของผู้ที่ใช้ยามอร์ฟีนด้วยตนเองนั้นเป็นเรื่องที่บันทึกไว้ทั่วโลก
4580,"The only thing I dread, besides the pain, is the way my family will suffer.",0,1,สิ่งเดียวที่ฉันกลัว นอกจากความเจ็บปวด ก็คือครอบครัวของฉันจะต้องทนทุกข์ทรมาน
4581,I took on new year eve has sucked up my life.,0,2,ฉันเอาวันส่งท้ายปีเก่าได้ดูดชีวิตของฉัน
4582,These things go far beyond what most are even aware of.,0,1,สิ่งเหล่านี้ไปไกลเกินกว่าที่คนส่วนใหญ่จะรู้ด้วยซ้ำ
4583,The catalyst this time was the loss of about everything that mattered to me.,1,1,ตัวเร่งปฏิกิริยาในครั้งนี้คือการสูญเสียทุกสิ่งทุกอย่างที่สำคัญกับฉัน
4584,I always felt like I was infecting anyone I was with.,1,1,ฉันมักจะรู้สึกเหมือนกำลังแพร่เชื้อให้กับใครก็ตามที่ฉันอยู่ด้วย
4585,i am thankful for it and i feel sorry that i gave you much trouble.,1,0,ฉันรู้สึกขอบคุณสำหรับมันและฉันรู้สึกเสียใจที่ฉันสร้างปัญหาให้กับคุณมาก
4586,theres nothing to worry about.,1,2,ไม่มีอะไรต้องกังวลเกี่ยวกับ
4587,"I thank each and every one of you who interacted with me, in person and/or virtually, and especially those who I interacted with frequently and came to know.",0,0,ฉันขอบคุณพวกคุณทุกคนที่มีปฏิสัมพันธ์กับฉันทั้งต่อหน้าและ/หรือเสมือนจริง และโดยเฉพาะอย่างยิ่งคนที่ฉันมีปฏิสัมพันธ์ด้วยบ่อยครั้งและได้รู้จัก
4588,"I need to make sure I don't kill someone, which is not something that can be easily undone.",0,2,ฉันต้องทำให้แน่ใจว่าฉันไม่ได้ฆ่าใครซักคน ซึ่งไม่ใช่สิ่งที่จะยกเลิกได้ง่ายๆ
4589,"dear david,",0,0,เดวิดที่รัก
4590,"But that answer isn't satisfying, so, for those who are aggrieved, upset, saddened, etc., let me do my best to try to explain.",0,0,แต่คำตอบนั้นไม่น่าพอใจ ดังนั้น สำหรับผู้ที่กำลังเสียใจ อารมณ์เสีย เสียใจ ฯลฯ ให้ฉันพยายามอธิบายให้ดีที่สุด
4591,Bless my son and my loved ones.,0,0,อวยพรลูกชายของฉันและคนที่ฉันรัก
4592,by then they are no more.,0,2,เมื่อถึงตอนนั้นก็ไม่มีอีกแล้ว
4593,I'm very sorry to put you both through this.,1,1,ฉันเสียใจมากที่ทำให้คุณทั้งคู่ผ่านเรื่องนี้
4594,"-SoRRY ABOUT ALL this CRAZYNESS, I'VE Been MiseRABLe FoR SO LONG NOW, I HAD enougH.",1,1,-ขออภัยเกี่ยวกับความบ้าคลั่งทั้งหมดนี้ ฉันได้รับความทุกข์ยากมาเป็นเวลานานแล้ว ฉันมีพอแล้ว
4595,the jieitai must put things right.,0,2,jieitai ต้องทำให้สิ่งที่ถูกต้อง
4596,You've worked hard.,0,2,คุณทำงานหนัก
4597,i was always tensed to see you worrying because of my tension.,1,1,ฉันเครียดเสมอที่เห็นคุณกังวลเพราะความเครียดของฉัน
4598,"but now that i could use some help, you wo not supply the need that was prominent when you need it.",0,2,แต่ตอนนี้ฉันสามารถใช้ความช่วยเหลือได้ คุณจะไม่จัดหาสิ่งจำเป็นที่โดดเด่นเมื่อคุณต้องการ
4599,with two jobs and full time school.,0,2,ด้วยสองงานและโรงเรียนเต็มเวลา
4600,dear betty i hate you.,0,1,เบ็ตตี้ที่รัก ฉันเกลียดคุณ
4601,"Dear Citizen,",0,0,พลเมืองที่รัก
4602,"i arrive,",0,2,ฉันมาถึง
4603,Why couldn't you write your damn book more clearly?,0,1,ทำไมคุณไม่เขียนหนังสือด่าของคุณให้ชัดเจนกว่านี้
4604,"My ability to make any contibution was marginalized, I was useless, and I was gone.",1,1,ความสามารถในการช่วยเหลือของฉันถูกทำให้ด้อยลง ฉันไร้ประโยชน์ และฉันก็จากไป
4605,"The Fact is, I can't fool you.",0,2,ความจริงก็คือ ฉันไม่สามารถหลอกคุณได้
4606,i am sorry for everything.,1,1,ฉันขอโทษสำหรับทุกอย่าง
4607,a CIB employee was driving.,0,2,พนักงาน CIB กำลังขับรถอยู่
4608,and now good-bye: may heaven send you a death even half equal to mine in joy and unutterable bliss: that is the most heart-felt and profoundest wish that i can think of for you.,1,0,และลาก่อน ขอสวรรค์ส่งความตายถึงครึ่งหนึ่งมาให้ข้าพเจ้าด้วยความปีติยินดีและความสุขที่ไม่อาจบรรยายได้ นั่นคือความปรารถนาจากใจจริงและลึกซึ้งที่สุดที่ข้าพเจ้านึกถึงได้เพื่อท่าน
4609,I forgive him because he is born of the same mother & father as i am.,0,0,ฉันให้อภัยเขาเพราะเขาเกิดจากแม่และพ่อเดียวกันกับฉัน
4610,But I just don't feel the same for him as he does for me and this has always made me feel somewhat uncomfortable aroud him.,1,1,แต่ฉันแค่รู้สึกไม่เหมือนเดิมกับเขาเหมือนที่เขารู้สึกกับฉัน และนี่ทำให้ฉันรู้สึกอึดอัดเวลาอยู่ใกล้เขา
4611,"I would like to ask a question, Could you please take this Ring # 272 and possibly make me a mother's ring for my Daughter.",0,2,ฉันอยากจะถามคำถาม คุณช่วยกรุณาเอาแหวน # 272 นี้ไป และอาจจะทำให้ฉันเป็นแหวนของแม่สำหรับลูกสาวของฉัน
4612,Whenever I think about what happened I feel manic and itchy and can't concentrate on anything else.,1,1,เมื่อใดก็ตามที่ฉันคิดถึงสิ่งที่เกิดขึ้น ฉันรู้สึกคลั่งไคล้และคันและไม่สามารถมีสมาธิกับสิ่งอื่นได้
4613,I cannot fight with them forever.,1,2,ฉันไม่สามารถต่อสู้กับพวกเขาตลอดไป
4614,#NAME?,1,1,#ชื่อ?
4615,And the majority buried.,0,2,และส่วนใหญ่ถูกฝังไว้
4616,i have had a wonderful life but it is over and my nerves get worse and i am afraid they will have to take me away.,1,1,ฉันมีชีวิตที่ยอดเยี่ยม แต่มันจบลงแล้ว ประสาทของฉันแย่ลง และฉันกลัวว่าพวกเขาจะพรากฉันไป
4617,She's just one more person in a long list of people I've hurt.,0,1,เธอเป็นอีกคนหนึ่งในรายชื่อคนที่ฉันเคยทำร้าย
4618,I want my mom and grand parents etc to see both children weekly it not more.,0,0,ฉันต้องการให้แม่และพ่อแม่ปู่ย่าตายายของฉัน ฯลฯ ได้เห็นลูกทั้งสองทุกสัปดาห์ไม่มากไปกว่านี้
4619,i do not think two people could have been happier than we have been.,1,2,ฉันไม่คิดว่าคนสองคนจะมีความสุขมากกว่าที่เราเคยเป็น
4620,Now there's 3 of kind.,0,2,ตอนนี้มี 3 แบบ
4621,"relax - this wo not hurt""",1,2,"ผ่อนคลาย - นี่จะไม่เจ็บ"""
4622,be kind to yourselves.,0,2,จงมีเมตตาต่อตนเอง
4623,I'm sorry I let you down girls I love you,1,1,ฉันขอโทษที่ทำให้คุณผิดหวัง สาวๆ ฉันรักคุณ
4624,we used to think thisworld wasthis world was not our home and it sure isnt.,0,1,เราเคยคิดว่าโลกนี้คือโลกนี้ไม่ใช่บ้านของเรา และแน่นอนว่าไม่ใช่
4625,I stood in the way for happiness for a lot of people and for them I did this.,1,1,ฉันยืนขวางทางเพื่อความสุขสำหรับผู้คนจำนวนมาก และสำหรับพวกเขา ฉันก็ทำเช่นนี้
4626,prayed in sorrow and got up in agitation.,1,1,อธิษฐานด้วยความโศกเศร้าและลุกขึ้นด้วยความกระวนกระวายใจ
4627,this is the best way.,0,2,นี่เป็นวิธีที่ดีที่สุด
4628,I let him down.,1,1,ฉันทำให้เขาผิดหวัง
4629,"jonathan called a friend of mine, who came to the apartment and broke down the door.",0,2,โจนาธานโทรหาเพื่อนของฉันซึ่งมาที่อพาร์ตเมนต์และพังประตู
4630,I feel no more pain.,0,2,ฉันไม่รู้สึกเจ็บปวดอีกต่อไป
4631,I've never been able to stop thinking about what happened to me and this hampered my social interactions.,1,2,ฉันไม่เคยหยุดคิดถึงสิ่งที่เกิดขึ้นกับฉันได้ และสิ่งนี้ขัดขวางปฏิสัมพันธ์ทางสังคมของฉัน
4632,Do not revive (DNR) Do not feed under any circumstance,1,2,ห้ามชุบชีวิต (DNR) ห้ามให้อาหารไม่ว่ากรณีใดๆ
4633,however that does not eradicate the fact that since that time i have realized from actions of many people that they seem to be under the impression that i am the one involved.,1,2,แต่นั่นไม่ได้ลบล้างความจริงที่ว่าตั้งแต่นั้นมาฉันก็ได้รับรู้จากการกระทำของคนจำนวนมากว่าพวกเขาดูเหมือนจะอยู่ภายใต้ความรู้สึกว่าฉันเป็นผู้ที่เกี่ยวข้อง
4634,"you have been thru ""hell"" with me since then.",1,2,"คุณผ่าน ""นรก"" กับฉันตั้งแต่นั้นมา"
4635,i love you so much and know are an angel.,0,0,ฉันรักคุณมากและรู้ว่าเป็นนางฟ้า
4636,i cannot begin to fathom the countless agonies down the road.,1,1,ฉันไม่สามารถเริ่มเข้าใจความเจ็บปวดนับไม่ถ้วนตามท้องถนน
4637,to whom it may concern first everyone understand had nothing to do with nicoles murder i loved her always have and always will.,0,2,ทุกคนอาจกังวลในตอนแรกทุกคนเข้าใจว่าไม่มีส่วนเกี่ยวข้องกับการฆาตกรรมนิโคลส์ ฉันรักเธอเสมอและจะตลอดไป
4638,so why is this life so fucked.,1,1,แล้วทำไมชีวิตบัดซบอย่างนี้
4639,you destroyed my life.,1,1,คุณทำลายชีวิตของฉัน
4640,"Sincerely, love cosmo",0,0,ขอแสดงความนับถือ รักคอสโม
4641,"I know I will be vilified by the medin & police, unfornitly, I see my Actions as a necessary evil thAT I DO not wish to partake in, nor do I enjoy PATTAKin in, BUT MUST PATTAKE, in order to create Substantial change within America's polics force, and Judicial system.",1,1,ฉันรู้ว่าฉันจะถูกใส่ร้ายโดยเมดินและตำรวจ โดยบังเอิญ ฉันเห็นว่าการกระทำของฉันเป็นสิ่งชั่วร้ายที่จำเป็นซึ่งฉันไม่ต้องการมีส่วนร่วม และฉันไม่สนุกกับปาตากินใน แต่ต้องทำ เพื่อสร้างการเปลี่ยนแปลงที่สำคัญในอเมริกา กองกำลังตำรวจและระบบตุลาการ
4642,"for you, for us.",0,2,สำหรับคุณสำหรับเรา
4643,i am sorry.,0,1,ฉันขอโทษ.
4644,i do not have much hope to see her again but who knows at least i am plunging into the void where one no longer suffers.,1,1,ฉันไม่มีความหวังมากนักที่จะได้พบเธออีก แต่ใครจะรู้ว่าอย่างน้อยฉันก็จมดิ่งลงไปในความว่างเปล่าที่ซึ่งไม่มีใครต้องทนทุกข์ทรมานอีกต่อไป
4645,The allegations are baseless.,0,2,ข้อกล่าวหาไม่มีมูลความจริง
4646,remember a friend is the sort of person you could safely entrust the proofreading of your suicide note to.,1,2,จำไว้ว่าเพื่อนคือคนประเภทที่คุณสามารถมอบความไว้วางใจให้พิสูจน์อักษรจดหมายลาตายของคุณได้อย่างปลอดภัย
4647,I just can't be a burden any longer.,1,1,ฉันจะไม่เป็นภาระอีกต่อไป
4648,"Bye bye,",1,1,"ลาก่อน,"
4649,never was a man treated as a mind.,1,2,ไม่เคยถูกมนุษย์ถือว่าเป็นจิตใจ
4650,why i just am going to end eveything now this is it i need to kill myself i love many people mom and dad i love you and you did not do anything bad i hate life and this is why i have to die i am scared and i am tired of being laughted at made fun of beaten up and threatened and shit and and feeling like shit.,1,1,ทำไมฉันถึงจบทุกอย่างตอนนี้ ฉันต้องฆ่าตัวตาย ฉันรักคนมากมาย พ่อกับแม่ ฉันรักคุณ และคุณไม่ได้ทำอะไรเลวร้าย ฉันเกลียดชีวิต และนี่คือสาเหตุที่ฉันต้องตาย ฉันกลัว และฉัน ฉันเหนื่อยกับการถูกหัวเราะเยาะจากการถูกทุบตีและขู่เข็ญและรู้สึกเหมือนเป็นบ้า
4651,But at the time of joining they asked for extra 2 lakhs.,0,2,แต่ตอนที่เข้าร่วมพวกเขาขอเพิ่ม 2 แสน
4652,I have a habit of keeping things to myself.,0,2,ฉันมีนิสัยชอบเก็บของไว้คนเดียว
4653,"Lord, thank you for making this a pretty decent day.",0,0,พระเจ้า ขอบคุณที่ทำให้วันนี้เป็นวันที่ดี
4654,i can instead recall key passages.,0,2,ฉันสามารถจำข้อความสำคัญแทนได้
4655,Denied he owed me 8 crores in front of that & the way umat smiled and said which 8 crores I smell that he was also part of the team out to rob me during the present crises.,0,1,ปฏิเสธว่าเขาเป็นหนี้ฉัน 8 crores ต่อหน้านั้น & การที่ umat ยิ้มและพูดว่า 8 crores ฉันได้กลิ่นว่าเขาเป็นส่วนหนึ่งของทีมที่ออกมาปล้นฉันในช่วงวิกฤตการณ์ปัจจุบัน
4656,"But in my trial under the PLACE state law last March, before three judges the religious question did very decidedly arise.",0,2,แต่ในการพิจารณาคดีของฉันภายใต้กฎหมายของรัฐ PLACE เมื่อเดือนมีนาคมที่ผ่านมา ก่อนที่ผู้พิพากษาสามคนจะมีคำถามทางศาสนาเกิดขึ้นอย่างเด็ดขาด
4657,I love you.,0,0,ฉันรักคุณ.
4658,"He got into a lot of trouble as for me, no trouble at all.",0,0,เขามีปัญหามากมายสำหรับฉัน ไม่มีปัญหาเลย
4659,i want to say that everybody knows it.,0,2,อยากบอกว่าทุกคนรู้
4660,Just know that there was nothing you guys could have done to stop me.,1,2,แค่รู้ว่าไม่มีอะไรที่พวกคุณทำได้เพื่อหยุดฉัน
4661,"This I omitted purposely, not at all certain that I could really clarify the social context in which I lived.",0,2,ฉันละเว้นสิ่งนี้โดยเจตนา ไม่แน่ใจว่าฉันจะสามารถอธิบายบริบททางสังคมที่ฉันอาศัยอยู่ได้จริงๆ
4662,in the desk i have 2000 rublesuse it for taxes.,0,2,"บนโต๊ะฉันมีเงิน 2,000 รูเบิลใช้สำหรับภาษี"
4663,"It's the same thing I do now, but instead of legos it's surfing the web or reading or listening to a baseball game.",0,2,มันเป็นสิ่งเดียวกับที่ฉันทำตอนนี้ แต่แทนที่จะใช้เลโก้ มันคือการท่องเว็บหรืออ่านหนังสือหรือฟังเกมเบสบอล
4664,"I'm sorry for always picking on you, but I was always just joking, I love you with all of my heart and I'm sorry if I ever hurt your feelings man.",1,1,ฉันขอโทษที่เอาแต่แหย่คุณ แต่ฉันแค่ล้อเล่น ฉันรักคุณหมดหัวใจ และฉันขอโทษถ้าเคยทำร้ายความรู้สึกของคุณผู้ชาย
